RFP_ID,Company_Name,Link,Owner,Publish_Date,End_Date,Event_Type,Status,Participated,Description,Note
"Aramco_4203192988_CABLE, POWER, 5KV THROUGH 35 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGEsnhhL&awcharset=UTF-8,"Almannai, Khalid",10/9/2024 12:02 PM,45454.8125,RFP,,No,,
Aramco_4203192389_CABLE 300V PLTC 1 PR 16 AWG (131MM2) O,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGM%21tE7F&awcharset=UTF-8,,10/31/2024 5:34 PM,10/27/2024 07:30 PM,RFP,,Yes,,
Aramco_4203192000_CABLE INSTRUMENTATION THERMOCOUPLE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGL%21z5FA&awcharset=UTF-8,"Buzaid, Yousef",10/22/2024 3:03 PM,10/23/2024 07:30 PM,RFP,,Yes,,
"Aramco_4203191977_CABLE E I, LOW VOLTAGE 300V; 16 AWG",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGLNlmFm&awcharset=UTF-8,"Nimr, Hussain",10/16/2024 4:34 PM,10/23/2024 07:30 PM,RFP,,No,,
Aramco_4203189877_CABLE INSTRUMENTATION THERMOCOUPLE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGLH%21JjO&awcharset=UTF-8,"Buzaid, Yousef",10/17/2024 12:32 PM,10/22/2024 01:04 PM,RFP,,No,,
Aramco_4203191449_CABLE 600V TC SPISCO (OS) 1 PR 16 AWG (,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGGq4F2C&awcharset=UTF-8,"Nimr, Hussain",10/2/2024 3:02 PM,10/21/2024 07:30 PM,RFP,,No,,
"Aramco_4203191482_CABLE ELECTRICAL LOW VOLTAGE, ITC, STRAN",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGKKeCyV&awcharset=UTF-8,"Nimr, Hussain",10/14/2024 1:49 PM,10/21/2024 07:30 PM,RFP,,Yes,,
"Aramco_4203191339_HEAD, THERMOCOUPLE WEATHERPROOF,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGKMEA7b&awcharset=UTF-8,"Nimr, Hussain",10/14/2024 1:50 PM,10/20/2024 07:30 PM,RFP,,No,,
"Aramco_4203187662_CABLE, ELECTRICAL, LOW VOLTAGE TC, 7 S",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGKDPYj1&awcharset=UTF-8,"Nimr, Hussain",10/14/2024 1:49 PM,10/17/2024 07:30 PM,RFP,,No,,
"Aramco_4203191225_CABLE ELECTRICAL LOW VOLTAGE, 260 KG KM,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGA3VZQE&awcharset=UTF-8,"Almannai, Khalid",10/7/2024 2:18 PM,10/16/2024 07:30 PM,RFP,,Yes,,
"Aramco_4203190795_CABLE ELECTRICAL LOW VOLTAGE, ITC, STRAN",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGJZEt4z&awcharset=UTF-8,"Nimr, Hussain",10/10/2024 5:45 PM,10/15/2024 07:30 PM,RFP,,Yes,,
Aramco_4203190364_CABLE 600V TC SPISCO (OS) 1 PR 16 AWG (,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGISJdAq&awcharset=UTF-8,"Nimr, Hussain",10/8/2024 2:03 PM,10/13/2024 07:30 PM,RFP,,Yes,,
"Aramco_4203190239_CABLE INSTRUMENTATION, 600V;",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGHrnnJ5&awcharset=UTF-8,"Nimr, Hussain",10/6/2024 6:01 PM,10/13/2024 07:30 PM,RFP,,Yes,,
Aramco_4203189954_CABLE INSTRUMENTATION 300V,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGHf6i7%21&awcharset=UTF-8,"Nimr, Hussain",10/6/2024 3:33 PM,45545.8125,RFP,,Yes,,
"Aramco_4203189876_CABLE, ELECTRICAL, LOW VOLTAGE, TC, PVC",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGG1jrVC&awcharset=UTF-8,"Nimr, Hussain",10/3/2024 11:32 AM,45514.8125,RFP,,Yes,,
"Aramco_4203187450_COVER, CABLE TRAY 6096 MM (24 IN)",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGGqyzs2&awcharset=UTF-8,"Nimr, Hussain",10/2/2024 3:02 PM,09/23/2024 07:30 PM,RFP,,No,,
"Aramco_4203186368_CABLE, POWER, 5KV THROUGH 35 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGACEAgl&awcharset=UTF-8,"Alfaleh, Maha",9/12/2024 3:03 PM,09/17/2024 07:30 PM,RFP,,No,,
"Aramco_4203179965_CABLE ELECTRICAL LOW VOLTAGE, ITC, STRAN",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPF892Hg7&awcharset=UTF-8,"Alharbi, Omar",9/4/2024 5:17 PM,09/17/2024 04:30 PM,RFP,,Yes,,
Aramco_4203177431_CABLE; ELECTRICAL; LOW VOLTAGE; POWER OR,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFuz1obA&awcharset=UTF-8,"Alyabis, Joud",7/23/2024 6:17 PM,45360.479166666664,RFP,,Yes,,
"Aramco_4203184028_COVER, CABLE TRAY 2286 MM (9 IN)",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFplkDYz&awcharset=UTF-8,"Aldossary, Meaad",8/22/2024 12:31 PM,08/28/2024 07:30 PM,RFP,,No,,
"Aramco_4203183251_m5BLE, ELECTRICAL, LOW VOLTAGE XLPE,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPF3l%21aeg&awcharset=UTF-8,"Alfaleh, Maha",8/25/2024 4:38 PM,08/20/2024 07:30 PM,RFP,,Yes,,
Aramco_4203182958_CABLE INSTRUMENTATION THERMOCOUPLE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPF18SlrS&awcharset=UTF-8,"Alfaleh, Maha",8/14/2024 6:15 PM,08/18/2024 07:30 PM,RFP,,Yes,,
"Aramco_4203179263_CABLE, ELECTRICAL, LOW VOLTAGE",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPF1DApLw&awcharset=UTF-8,"Nimr, Hussain",8/12/2024 1:49 PM,08/14/2024 03:57 PM,RFP,,No,,
Aramco_4203181744_CABLE INSTRUMENTATION THERMOCOUPLE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFtOGAhE&awcharset=UTF-8,"Alharbi, Omar",8/6/2024 3:46 PM,45512.8125,RFP,,Yes,,
Aramco_4203179326_CABLE ELECTRICAL MEDIUM VOLTAGE ROUND AL,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFybGLk1&awcharset=UTF-8,"Nimr, Hussain",8/4/2024 10:10 AM,45512.645833333336,RFP,,Yes,,
Aramco_4203176542_CABLE; ELECTRICAL; LOW VOLTAGE; POWER OR,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFthQvHv&awcharset=UTF-8,"Alfaleh, Maha",7/24/2024 1:42 PM,07/31/2024 05:34 PM,RFP,,No,,
"Aramco_4203178477_m5BLE, ELECTRICAL, LOW VOLTAGE XLPE,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFnb30zC&awcharset=UTF-8,"Aldossary, Meaad",7/2/2024 12:45 PM,07/22/2024 05:39 PM,RFP,,No,,
"Aramco_4203176712_CABLE, ELECTRICAL, LOW VOLTAGE",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFrne%2BbX&awcharset=UTF-8,"Bin Yameen, Saleh",7/21/2024 12:17 PM,45572.8125,RFP,,Yes,,
"Aramco_4203176624_CABLE ELECTRICAL, 300 500V, 16A, 12 X 1",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFn1TdX2&awcharset=UTF-8,"Abdulkarem, Turki",7/3/2024 12:32 PM,45572.8125,RFP,,No,,
Aramco_4203167236_115 KV 1Cx400 184MM2 CU XLPE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFnnkp9f&awcharset=UTF-8,"Almannai, Khalid",7/3/2024 10:31 AM,45542.739583333336,RFP,,No,,
Aramco_4203176061_CABLE ELECTRICAL MEDIUM VOLTAGE ROUND AL,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFUWx1G2&awcharset=UTF-8,"Abdulkarem, Turki",4/30/2024 4:08 PM,45511.541666666664,RFP,,Yes,,
"Aramco_4203167244_CABLE, POWER, 69 KV THROUGH 138 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFmK5ovf&awcharset=UTF-8,"Abdulkarem, Turki",6/30/2024 6:16 PM,45602.645833333336,RFP,,No,,
"Aramco_4203172505_CABLE ELECTRICAL LOW VOLTAGE, ARMOURED,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFUXEYfE&awcharset=UTF-8,"Abdulkarem, Turki",5/15/2024 10:10 AM,45449.8125,RFP,,No,,
Aramco_4203171893_ACCESSORY; LIGHTNING GROUNDING,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFe8sc23&awcharset=UTF-8,"Abdulkarem, Turki",6/1/2024 10:05 PM,45418.8125,RFP,,No,,
"Aramco_4203169895_WIRE, ELECTRICAL 6 MM2, 4 CONDUCTOR,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFdrYhfH&awcharset=UTF-8,"Aldossary, Meaad",6/3/2024 5:47 PM,45418.479166666664,RFP,,Yes,,
"Aramco_4203149890_CABLE ELECTRICAL, 300 500V, 16A, 12 X 1",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFZytBjK&awcharset=UTF-8,"Alfaleh, Maha",5/19/2024 10:50 AM,05/28/2024 01:30 PM,RFP,,No,,
"Aramco_4203169993_COVER, CABLE TRAY 2286 MM (9 IN)",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEylmCol&awcharset=UTF-8,"Alfaleh, Maha",1/1/2024 1:32 PM,05/23/2024 07:30 PM,RFP,,No,,
"Aramco_4203169069_CABLE, POWER, 5KV THROUGH 35 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFaBlyNp&awcharset=UTF-8,"Alfaleh, Maha",5/19/2024 11:11 AM,05/22/2024 03:30 PM,RFP,,No,,
"Aramco_4203169533_CABLE ELECTRICAL LOW VOLTAGE, ARMOURED,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFX4LK7W&awcharset=UTF-8,"Abdulkarem, Turki",5/9/2024 4:36 PM,05/20/2024 07:30 PM,RFP,,No,,
Aramco_4203158050_1 x 400sq mm CU XLPE AWA PVC,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFZMX6gg&awcharset=UTF-8,"Abdulkarem, Turki",5/13/2024 6:49 PM,05/20/2024 03:30 PM,RFP,,Yes,,
"Aramco_4203168777_CABLE ELECTRICAL, 300 500V, 16A, 12 X 1",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFB3RZrI&awcharset=UTF-8,"Alfaleh, Maha",3/4/2024 5:46 PM,05/15/2024 07:30 PM,RFP,,No,,
"Aramco_4203165649_CABLE, ELECTRICAL, LOW VOLTAGE XLPE,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFXY7QGQ&awcharset=UTF-8,"Abdulkarem, Turki",5/8/2024 12:37 PM,04/29/2024 07:30 PM,RFP,,Yes,,
Aramco_4203165669_CABLE POWER; 600V-1000V;,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFQ4Mt%2Bl&awcharset=UTF-8,"Abdulkarem, Turki",4/21/2024 6:31 PM,04/29/2024 07:30 PM,RFP,,Yes,,
"Aramco_4203165692_CABLE, ELECTRICAL, LOW VOLTAGE 19 S",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFQ6wNHh&awcharset=UTF-8,"Abdulkarem, Turki",4/22/2024 10:03 AM,04/29/2024 07:30 PM,RFP,,Yes,,
Aramco_4203165787_CLAMP GALVANIZE W BOLT AND NUT,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFQ9sc1V&awcharset=UTF-8,"Abdulkarem, Turki",4/23/2024 10:21 AM,04/28/2024 07:30 PM,RFP,,No,,
"Aramco_4203164314_CABLE, POWER, 5KV THROUGH 35 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFRJMsdX&awcharset=UTF-8,"Alfaleh, Maha",4/22/2024 1:39 PM,04/22/2024 07:30 PM,RFP,,No,,
"Aramco_4203163258_CABLE, ELECTRICAL, MEDIUM VOLTAGE",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFOUSqI5&awcharset=UTF-8,"Alfaleh, Maha",4/8/2024 12:19 PM,04/18/2024 07:30 PM,RFP,,Yes,,
"Aramco_4203161931_CABLE, POWER, 5KV THROUGH 35 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFMMsj2c&awcharset=UTF-8,"Alfaleh, Maha",4/3/2024 5:46 PM,45355.8125,RFP,,Yes,,
"Aramco_4203160530_COVER, CABLE TRAY 4572 MM (18 IN)",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFKOU2oz&awcharset=UTF-8,"Alharbi, Omar",3/21/2024 5:04 PM,03/25/2024 07:30 PM,RFP,,No,,
Aramco_4203151642_CABLE INSTRUMENTATION THERMOCOUPLE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFHQpT7q&awcharset=UTF-8,"Alfaleh, Maha",3/13/2024 5:08 PM,03/20/2024 04:53 PM,RFP,,Yes,,
"Aramco_4203157152_CABLE, ELECTRICAL, MEDIUM VOLTAGE",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPE2jiKK5&awcharset=UTF-8,"Nimr, Hussain",1/16/2024 12:36 PM,03/13/2024 05:15 PM,RFP,,No,,
Aramco_4203146798_CABLE POWER; 600V-1000V;,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFAAFh82&awcharset=UTF-8,"Alfaleh, Maha",2/21/2024 4:02 PM,02/20/2024 02:30 PM,RFP,,Yes,,
Aramco_4203149782_CABLE INSTRUMENTATION THERMOCOUPLE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEsefQG7&awcharset=UTF-8,"Aldossary, Meaad",12/12/2023 11:33 AM,45475.46319444444,RFP,,Yes,,
Aramco_4203142548_CABLE; ELECTRICAL; LOW VOLTAGE; POWER OR,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEyZkE74&awcharset=UTF-8,"Nimr, Hussain",12/31/2023 11:46 AM,01/30/2024 07:30 PM,RFP,,Yes,,
"Aramco_4203144566_m5BLE, ELECTRICAL, LOW VOLTAGE XLPE,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEl8i7tb&awcharset=UTF-8,"Bin Yameen, Saleh",12/31/2023 4:33 PM,12/26/2023 07:30 PM,RFP,,Yes,,
Aramco_4203066134,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEpMi%21WC&awcharset=UTF-8,"Alfaleh, Maha",11/28/2023 6:02 PM,12/26/2023 05:06 PM,RFP,,Yes,,
"Aramco_4203115857_CABLE, FOUNDATION FIELDBUS",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPDHlHN4a&awcharset=UTF-8,"Bin Yameen, Saleh",12/13/2022 11:46 AM,12/13/2023 04:13 PM,RFP,,Yes,,
Aramco_4203136833_CABLE TRAY; Aluminum OR STEEL,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEDGjn%2Bn&awcharset=UTF-8,"Nimr, Hussain",6/22/2023 1:56 PM,11/30/2023 03:45 PM,RFP,,No,,
"Aramco_4203143206_CABLE EARTHING, 120 SQ MM, 37 S",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEez568b&awcharset=UTF-8,"Alharbi, Omar",10/30/2023 6:17 PM,11/27/2023 07:30 PM,RFP,,No,,
"Aramco_4203143232_CABLE ELECTRICAL, 300 500V, 16A, 12 X 1",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEnA1A9R&awcharset=UTF-8,"Jehani, Saaeedah",11/19/2023 11:35 AM,11/27/2023 07:30 PM,RFP,,No,,
Aramco_4203139426_CABLE; ELECTRICAL; LOW VOLTAGE; POWER OR,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEnCJUfe&awcharset=UTF-8,"Alfaleh, Maha",11/16/2023 5:19 PM,45149.8125,RFP,,No,,
Aramco_4203137988_CABLE INSTRUMENTATION; TYPE TC; 600 VO,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEh15t1L&awcharset=UTF-8,"Jehani, Saaeedah",11/5/2023 10:50 AM,10/31/2023 07:30 PM,RFP,,Yes,,
"Aramco_4203136941_CABLE, FOUNDATION FIELDBUS",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEgcCp8%2B&awcharset=UTF-8,"Bajandouh, Rana",10/24/2023 6:03 PM,10/25/2023 07:30 PM,RFP,,No,,
"Aramco_4203136486_CABLE, ELECTRICAL, LOW VOLTAGE 19 S",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEe8hHi%21&awcharset=UTF-8,"Nimr, Hussain",10/17/2023 6:03 PM,10/24/2023 07:30 PM,RFP,,Yes,,
"Aramco_4203132833_CABLE ELECTRICAL MEDIUM VOLTAGE, ELECTRI",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEeYMiFX&awcharset=UTF-8,"Alfaleh, Maha",10/18/2023 10:37 AM,10/23/2023 01:00 PM,RFP,,Yes,,
Aramco_4203134913_WIRE; ELECTRICAL; BUILDING; IEC OR NEC U,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEY9CPpr&awcharset=UTF-8,"Bin Yameen, Saleh",10/22/2023 6:31 PM,10/19/2023 07:30 PM,RFP,,No,,
Aramco_4203122798_CABLE 1KV XLPE PVC 1 C 120MM2 (4 0 AWG),Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEcC2vOX&awcharset=UTF-8,"Alfaleh, Maha",10/18/2023 3:32 PM,45209.8125,RFP,,No,,
Aramco_4203108914_CABLE INSTRUMENTATION THERMOCOUPLE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEK6gqA9&awcharset=UTF-8,"Bin Yameen, Saleh",9/29/2023 2:01 PM,45179.50069444445,RFP,,No,,
Aramco_4203131707_CABLE INSTRUMENTATION; TYPE TC; 600 VO,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPD7KSxK7&awcharset=UTF-8,"Nimr, Hussain",5/23/2023 3:27 PM,44995.76875,RFP,,Yes,,
Aramco_4203132948_ACCESSORY; CABLE AND WIRE CONNECTION,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEXO2FC0&awcharset=UTF-8,"Bajandouh, Rana",9/14/2023 10:47 AM,44967.8125,RFP,,No,,
"Aramco_4203133613_CABLE, ELECTRICAL, LOW VOLTAGE 7 S",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEZKD6qJ&awcharset=UTF-8,"Shinawi, Ahmed",9/21/2023 12:03 PM,44967.645833333336,RFP,,No,,
Aramco_4203133619_WIRE 750V NYA 1 C 16MM2 (6 AWG) STR CU,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEaSoIqc&awcharset=UTF-8,"Bin Yameen, Saleh",9/28/2023 5:02 PM,44967.645833333336,RFP,,No,,
"Aramco_4203120135_CABLE, FOUNDATION FIELDBUS",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEaTIF5F&awcharset=UTF-8,"Bin Yameen, Saleh",9/28/2023 5:32 PM,09/28/2023 02:16 PM,RFP,,Yes,,
Aramco_4203124495_1 x 120sq mm CU XLPE AWA PVC,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPEIn2X52&awcharset=UTF-8,"Nimr, Hussain",7/23/2023 1:03 PM,45269.8125,RFP,,Yes,,
Aramco_4203128549_ACCESSORY; CABLE AND WIRE CONNECTION,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPENDfeXM&awcharset=UTF-8,"Bin Yameen, Saleh",9/7/2023 1:18 PM,45239.8125,RFP,,No,,
